Record ID,University,Institution Type,Russell Group,UK Nation,Category,Document Title,Document Type,Intended_Audience,URL,File Format,Retrieval Date,Status,Source_Type,Last_Updated,Notes,AI_Characterisation,Aim_Prevention,Aim_Encouragement,Uses_Allowed,Uses_Disallowed,Technologies_Mentioned,Coding_Mentioned,Overall_Tone,Key_Takeaways,Missing_Topics,Unclear_Areas,Suggested_Additions,Suggested_Reductions,Coding_Recommendations
RG066,University of Oxford,University,Yes,England,Research,Policy for using Generative AI in Research: guidelines for researchers and professional staff,Policy,Staff/Researchers,https://www.ox.ac.uk/research/support/governance-and-committees/research-policies/policy-for-using-generative-ai-in,HTML,2026-07-27,Available,Official,,,Tool; Opportunity; Risk,Research Integrity; Hallucination; Bias; Copyright; Intellectual Property; Confidentiality; Privacy; Data Protection; Information Security; Reproducibility Risk; Lack of Transparency; Environmental Impact; Non-compliance,Responsible Use of AI; Research Innovation; Transparency; Reproducibility; Open Research; AI Literacy; Training; Critical Evaluation; Environmental Responsibility,Data analysis; Text analysis; Literature review; Translation; Research-gap identification; Research aims; Hypothesis development; Ideation; Code generation; Synthetic data generation; Transcription; Document production; Research management,Uploading confidential or sensitive information where confidentiality cannot be guaranteed; Uploading protected material without appropriate copyright basis; Processing personal data without required safeguards/approval; Non-disclosure of substantive AI use,Generative AI; Large Language Models; ChatGPT Edu; ChatGPT; OpenAI models; Locally deployed models; Fully open models; Meta LLaMA; OpenAI CLIP; GPT-4; Google Gemini; Claude; Meta AI; Hugging Face; Microsoft 365 Copilot,"True, mentioned",Balanced,"Oxford adopts a formal research-governance model in which substantive GenAI use is permitted and actively supported, but researchers remain accountable for its methodological, legal and ethical consequences. The policy integrates AI governance into existing research-integrity structures rather than treating GenAI as an exceptional standalone issue. Its central requirements concern human accountability, intellectual property, confidentiality and data protection, disclosure, reproducibility, training and environmental responsibility.","The policy intentionally excludes research whose subject is GenAI itself, as well as model training, configuration and fine-tuning. These activities therefore require other technical, ethical or governance frameworks.","The concept of “substantive use” is central to the disclosure requirement, but boundaries may remain context-dependent. Certain accessibility or language-support activities are explicitly excluded, while other AI-supported activities may require disciplinary judgement about whether they materially affect the research process.","Include discipline-specific examples of substantive versus non-substantive GenAI use, particularly for coding, statistical analysis, qualitative coding and literature-review workflows. A standard reporting template for AI use in research methods sections could also improve consistency.","The glossary is unusually detailed and valuable, but some technical definitions could be placed in a separate living resource so the core normative requirements remain easier to navigate as models and terminology evolve.","The research policy should expand its treatment of AI-generated code by specifying how substantive coding assistance should be documented, verified and reported. Where AI-generated or AI-modified code contributes to research methods or outputs, researchers should retain sufficient records to support reproducibility, assess intellectual-property and security implications, test the code appropriately, and disclose the role of AI in accordance with research-integrity and open-research principles."
RG067,Queen Mary University of London,University,Yes,England,Generic,"University AI principles, guidance and policies",Guidance Hub,All,https://www.qmul.ac.uk/queenmaryacademy/educators/innovation-and-scholarship/innovative-pedagogies/centre-for-excellence-in-ai-in-education/resources/university-guidance-and-policies/,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Challenge,Academic Integrity; Loss of Academic Rigour; Inequitable Access,AI Literacy; Responsible Use of AI; Ethical Use; Staff Capability Building; Teaching and Assessment Adaptation; Equal Access; Collaboration; Best-Practice Sharing,Learning support; Teaching support; Assessment use where appropriate,/,Artificial Intelligence; Generative AI,FALSE,Supportive,"Queen Mary’s institution-level AI guidance is framed around ethical adoption and capability building rather than restriction. By explicitly aligning itself with the Russell Group principles, the University commits to developing AI literacy among staff and students, equipping educators to support appropriate student use, adapting teaching and assessment, preserving academic rigour and integrity, promoting equal access and collaborating on evolving best practice.","The page provides almost no substantive operational guidance on privacy, data security, copyright, bias, hallucination, approved tools or specific acceptable and prohibited uses. These matters are delegated to linked student, staff, PGR and institutional policy resources.","Although Queen Mary commits to adapting teaching and assessment to incorporate ethical GenAI use, this page does not specify how such adaptation should occur or how expectations should differ across disciplines and assessment contexts.","Add a concise summary of Queen Mary-specific implementation beneath the Russell Group principles, showing how each principle is operationalised through institutional policies, student guidance, staff guidance, PGR guidance, approved AI tools and governance mechanisms.",/,"Future guidance could explicitly address the use of generative AI in programming-related activities, including code generation, debugging, code explanation and the use of AI coding assistants. It should clarify when such uses are appropriate in learning and assessment, how AI-assisted code should be acknowledged, and the extent to which students remain responsible for understanding, verifying and testing any AI-generated code."
RG068,Queen Mary University of London,University,Yes,England,Teaching,Student Guide to Generative AI,Guidance,Students,https://www.qmul.ac.uk/library/academic-skills/student-guide-to-generative-ai/,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Risk,Academic Misconduct; Academic Integrity Breach; Overreliance; Hallucination; Misinformation; Fabricated References; Bias; Privacy; Data Protection; Copyright; Loss of Originality; Deepfakes; Environmental Impact,AI Literacy; Responsible Use of AI; Ethical Use; Critical Thinking; Information Literacy; Independent Learning; Academic Integrity; Transparency; Graduate Skills Development,Learning support; Idea exploration; Concept explanation; Search-term generation; Revision support; Note summarisation; Practice-question generation; Study planning; AI critique activities,Using AI contrary to School/Module rules; Submitting AI-generated work as one’s own; Relying solely on AI for research; Using AI as a substitute for independent academic work,Generative AI; Microsoft Copilot,FALSE,Balanced,"Queen Mary frames GenAI as a legitimate but bounded learning aid. Students are encouraged to develop AI literacy and use AI for idea exploration, concept clarification, revision and research preparation, but independent interpretation, analysis and evaluation must remain central to academic work. The guide places strong emphasis on critical engagement rather than passive acceptance of AI outputs.","The guide does not address programming or AI-assisted coding, despite coding being an increasingly common form of GenAI use in university study. It also provides limited detail on discipline-specific differences beyond advising students to check School or Institute guidance.","Acceptable AI use remains partly decentralised. Students are told that individual Schools and Institutes may impose their own rules, meaning that the boundary between acceptable learning support and unacceptable assessed use may vary across courses.","Add a clearer decision framework distinguishing low-risk learning support, permitted assessed use, use requiring acknowledgement, and prohibited substitution of student work. This could reduce uncertainty created by variation across Schools and modules.",/,"Student guidance should explicitly address AI-assisted coding in programming-related learning and assessment. It should clarify when code generation, code explanation, debugging and code translation are acceptable; require students to understand, verify and test AI-generated code; and specify when substantive AI contribution to submitted code must be acknowledged or disclosed. Guidance should also distinguish AI used as a programming-learning scaffold from AI use that substitutes for the student’s own coding skills."
RG069,Queen Mary University of London,University,Yes,England,Research,AI Guidance for PGRs,Guidance,Researchers,https://www.qmul.ac.uk/doctoralcollege/skills-training/training-and-development-tools/ai-guidance-for-pgrs/,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Risk,Research Integrity; Academic Misconduct; Fabrication; Falsification; Plagiarism; Overreliance; Loss of Authorial Voice; Hallucination; Misinformation; Bias; Privacy; Confidentiality; Intellectual Property; Security Risk; Loss of Ownership; Environmental Impact,Responsible Use of AI; Critical Thinking; Researcher Ownership; Transparency; Documentation; Supervisor Consultation; Ethical Use; Research Integrity; Skills Development,Administrative support; Automation; Idea prompting; Brainstorming; Sense checking; Writing mechanics support; Reference formatting; Research planning support,Using GenAI to replace doctoral thinking and analysis; Using GenAI without a clear rationale and supervisor awareness; Relying on unverified AI outputs; Uploading research materials without understanding terms and conditions; Disregarding research or academic integrity requirements,Generative AI; RefWorks; Mendeley; EndNote; Zotero,FALSE,Cautious,"Queen Mary’s PGR guidance frames GenAI as a limited research-support tool that must remain subordinate to doctoral expertise, ownership and critical thinking. The guidance places unusually strong emphasis on supervisor involvement, requiring PGRs to establish a rationale for GenAI use, select tools carefully, keep detailed records of inputs and outputs, and declare GenAI use in the thesis.","The guide does not address AI-assisted programming, coding, statistical analysis, or software development, despite these being common forms of GenAI use in doctoral research. It also provides limited detail on how GenAI should be reported in research methods sections beyond general declaration and record-keeping.","The requirement to consult supervisors is clear, but the threshold for when GenAI use becomes sufficiently substantive to require formal approval, ethics amendment or methodological disclosure is not fully specified.","Add a structured decision framework distinguishing low-risk support uses, substantive methodological uses, uses requiring supervisor agreement, and uses requiring ethics or data-governance review.","The environmental discussion is detailed relative to other sections and could be condensed slightly, particularly where the main purpose is to encourage researchers to consider whether GenAI is necessary for a task.","PGR guidance should explicitly address AI-assisted coding as part of doctoral research practice. It should clarify when code generation, debugging, code explanation and scripting constitute substantive AI use; require researchers to understand, verify and test AI-generated code; and specify expectations for documenting and declaring AI involvement where generated or modified code contributes to research methods or outputs. Guidance should also address reproducibility, software dependencies, intellectual-property and data-security risks associated with AI coding tools."
RG070,Queen Mary University of London,University,Yes,England,Teaching,Staff Guide to Generative AI,Guidance,Staff,https://www.qmul.ac.uk/queenmaryacademy/educators/resources/assessment-and-feedback/resources/generative-ai-and-chat-gpt/,HTML,2026-06-29,Available,Official,,,Tool; Opportunity; Risk; Challenge,Academic Integrity; Academic Misconduct; Assessment Misuse; Overreliance; Inaccuracy; Fabricated Sources; Bias; Privacy; Data Protection; Information Security; Inequity; Loss of Critical Thinking; Loss of Professional Judgement,AI Literacy; Responsible Use of AI; Ethical Use; Teaching Innovation; Assessment Adaptation; Critical Thinking; Higher-Order Thinking; Equal Access; Transparency; Staff Capability Building,Lesson planning; Curriculum design; Learning support; Practice-question generation; Research planning; Troubleshooting; Experimental design support; Idea testing; Revision-aid creation; Coding support; Accessibility support; Assessment design support; Feedback drafting; Generic communication support,Using external AI tools with internal or confidential Queen Mary data; Using AI-generated answers for formal grading; Replacing educator marking with AI; Advising students to bypass critical engagement or attribution; Distributing unchecked AI-generated technical answers; Uploading student work to AI tools outside authorised pilots; Allowing unacknowledged AI-generated student work; Designing assessments without human review,Generative AI; ChatGPT; Gemini; Claude; Microsoft Copilot; Microsoft 365,"True, Guidance Provided",Balanced,"Queen Mary’s staff guidance adopts a balanced pedagogical approach: GenAI should neither be banned outright nor accepted uncritically. Educators are encouraged to integrate it intentionally into teaching and learning while redesigning assessment, protecting academic integrity, maintaining human judgement and supporting students’ AI literacy.","The guide provides some programming-related guidance but does not fully address authorship, attribution, testing, software security or the use of AI coding assistants in assessed programming work.","Although educators are encouraged to discuss acceptable GenAI use within Schools and Institutes, the document leaves considerable local discretion over what forms of AI assistance are permitted in specific assessments.","Add an assessment decision framework that distinguishes AI-prohibited, AI-limited, AI-supported and AI-integrated assessment models, with discipline-specific examples for essays, coding assignments, laboratory work and project-based assessment.",The appropriate/inappropriate-use table is valuable and should be retained. Some introductory explanation of GenAI mechanics could be shortened or moved to the linked AI-literacy course so that the guide remains focused on pedagogical and assessment practice.,"The guidance should expand its existing programming section into a clearer framework for AI-assisted coding in teaching and assessment. It should distinguish between acceptable support such as syntax explanation, debugging and technical interpretation, and substantive code generation that may replace students’ own problem-solving. For assessed coding work, policies should specify permissible levels of AI assistance, disclosure requirements, expectations that students understand and test submitted code, and safeguards around code quality, security and intellectual property."
RG071,Queen Mary University of London,University,Yes,England,Generic,AI FAQs,Guidance,Staff,https://www.qmul.ac.uk/its/basic-introduction-to-ai/ai-faqs/?utm_source=chatgpt.com,HTML,2026-07-27,Available,Official,,,Tool; Opportunity; Risk; Transformative Technology,Data Leakage; Privacy Breach; Data Protection Breach; Information Security Risk; Confidentiality Breach; Copyright Risk; Hallucination; Inaccuracy; Bias; Academic Integrity Risk; Unauthorised Tool Use; Legal/Compliance Risk; Malware/Spyware Risk; Environmental Impact,Responsible Use of AI; Safe Use of AI; AI Literacy; Innovation; Productivity; Strategic Adoption; Critical Thinking; Human Accountability; Sustainable Use; Approved Tool Adoption,Idea generation; Drafting; Summarisation; Learning support; Document review; File search; Administrative support; Research support; Data analysis; Presentation creation; Email support; Meeting summarisation; AI agent creation; Automation; Experimentation with non-sensitive data,"Using unmanaged AI tools with Queen Mary personal, confidential, research or sensitive data; Inputting special-category personal data without data-owner approval; Using unapproved AI tools in production; Trialling paid AI tools without approval; Using prohibited AI tools; Using personal Copilot mode with Queen Mary data",Artificial Intelligence; Generative AI; Agentic AI; Microsoft Copilot; Microsoft 365 Copilot; ChatGPT; Claude; Gemini; Midjourney; DALL-E 2; Sora; Runway AI; Meta Make-A-Video; Machine Learning; GPU Computing; AI Agents,"True, mentioned",Balanced,"Queen Mary’s AI FAQs operationalise institution-wide AI governance through a strong approved-tool and data-governance model. AI adoption is encouraged, but access and use depend on the sensitivity of the data, institutional approval status of the tool, and the context in which it is deployed. The document links responsible AI use directly to procurement, data protection, information security, strategic alignment and formal approval processes.","The guidance provides limited detail on algorithmic accountability when institutional AI systems make or influence consequential decisions. It also does not specify detailed audit, logging or human-review requirements for agentic AI or automated decision-support systems.","Although the distinction between approved and unmanaged tools is clear, the boundaries for what counts as acceptable experimentation versus production use may still require interpretation in some cases.","Add a formal risk-tier framework for AI systems, distinguishing low-risk personal productivity use, medium-risk workflow automation, and high-risk institutional or decision-support systems, with corresponding approval, testing, audit and human-oversight requirements.","The FAQ is comprehensive but very long. Some product-specific operational detail, especially Copilot feature comparisons, could be moved to separate technical support pages so the governance principles are easier to identify.","Institutional AI guidance should explicitly extend its governance framework to AI-assisted coding and software development. Policies should clarify when code generation, scripting, automation and agentic development require formal review; require testing and verification of AI-generated code; address software security, dependency risks, version control and intellectual-property issues; and specify additional safeguards when AI-generated code is deployed in production systems or processes Queen Mary data."
RG072,Queen's University Belfast,University,Yes,Northern Ireland,Teaching,QUB Student Guidance on the Use of Generative AI,Guidance,Students,https://blogs.qub.ac.uk/wp-content/uploads/sites/7/2024/02/RAISE-Student-1.pdf,PDF,2026-08-06,Available,Official,25-Sep,,Tool; Opportunity; Risk,Academic Misconduct; Academic Integrity Breach; Hallucination; Inaccuracy; Bias; Data Protection Breach; Confidentiality Breach; Unauthorised AI Use; Overreliance,Responsible Use of AI; AI Literacy; Skills Development; Ethical Use; Critical Evaluation; Future Career Readiness; Equal Access; Collaboration; Transparency,Learning support; Course-material summarisation; Concept explanation; Personal tutoring; Revision support; Question generation; Education support; Research support; Productivity support,Submitting confidential or protected data to public AI tools; Using AI contrary to module or assessment rules; Misusing AI in assessment; Failing to cite or document AI use where required,Artificial Intelligence; Generative AI; Public AI Tools; QUB-supported AI Tools,FALSE,Balanced,"Queen’s frames generative AI as a legitimate and increasingly important learning tool, but one that must remain embedded within academic integrity, critical evaluation and responsible data practices. The RAISE framework combines student capability building with institutional safeguards: students are encouraged to use AI for summarisation, tutoring and revision while validating outputs, protecting confidential data and following assessment-specific rules.","The guidance does not address AI-assisted programming, coding assignments, copyright or intellectual-property issues in any substantive detail. It also provides limited guidance on how students should disclose AI use beyond noting that citation or documentation may be required in assessment.","Acceptable AI use in assessment is partly decentralised to individual modules. The University states that module staff will clarify whether and how AI may be used, meaning that students may face different rules across assessments and disciplines.","Add a simple assessment-use framework distinguishing AI use that is permitted, conditionally permitted, requires disclosure, or is prohibited. Concrete examples would help students understand how the RAISE principles translate into different assessment contexts.",/,"Student guidance should explicitly incorporate AI-assisted coding and programming into the RAISE framework. It should clarify when code generation, debugging, code explanation and code translation are acceptable in learning and assessment; require students to understand, verify and test AI-generated code; and specify when substantive AI assistance in submitted code must be acknowledged or documented. Guidance should also distinguish legitimate coding support from AI use that substitutes for the student’s own programming skills or problem-solving."
RG073,Queen's University Belfast,University,Yes,Northern Ireland,Teaching,QUB Staff Guidance on the Use of Generative AI,Guidance,Staff,https://blogs.qub.ac.uk/wp-content/uploads/sites/7/2024/02/RAISE-Staff-1.pdf,PDF,2026-08-06,Available,Official,25-Sep,,Tool; Opportunity; Risk; Transformative Technology,Hallucination; Inaccuracy; Bias; Data Protection Breach; Confidentiality Breach; Academic Integrity Breach; Unauthorised AI Use; Overreliance,Responsible Use of AI; AI Literacy; Teaching Enhancement; Skills Development; Ethical Use; Critical Evaluation; Collaboration; Future Career Readiness; Equitable Access,Teaching Material Preparation; Teaching Delivery; Research Support; Administrative/Work Activities; Student Guidance; AI Literacy Development,Submitting Confidential or Protected Data; Using AI Without Appropriate Validation; Non-permitted AI Use in Academic Contexts,Artificial Intelligence; Generative AI; Public AI Tools; QUB-supported AI Tools,FALSE,Balanced,"Queen’s staff guidance frames generative AI as a tool for enhancing teaching, research and workplace activities while maintaining responsible human oversight. The guidance encourages staff adoption through teaching innovation and AI exploration, but places responsibility on staff to validate outputs, protect confidential information and guide students toward appropriate AI use.","The guidance provides broad principles for staff AI adoption but does not provide detailed discipline-specific examples of AI use in teaching, assessment design, research methods or administrative workflows.","The document does not specify detailed boundaries for staff use of AI-generated teaching materials, research outputs or administrative documents. Instead, it relies on general principles of responsible use and institutional judgement.","Provide concrete examples of acceptable and unacceptable staff use cases, particularly for AI-assisted assessment creation, marking support, research workflows and student-facing materials. A structured disclosure framework for staff AI use would also improve transparency.",/,"Staff guidance should include more explicit guidance on AI-assisted coding and technical workflows. It should clarify appropriate uses of AI coding assistants for teaching preparation, research programming and administrative automation; require staff to review, test and validate AI-generated code; and define expectations around disclosure, reproducibility and responsible use when AI contributes to software development or computational research."
RG074,Queen's University Belfast,University,Yes,Northern Ireland,Teaching,QUB Guidance on the Use of AI in Assessment,Guidance,Staff,https://blogs.qub.ac.uk/digitallearning/wp-content/uploads/sites/7/2024/02/QUB-Guidance-on-the-use-of-AI-in-Assessment.pdf,PDF,2026-08-06,Available,Official,,,Tool; Opportunity; Challenge; Transformative Technology,Academic Integrity Breach; Academic Misconduct; Unauthorised AI Use; Hallucination; Inaccuracy; Bias; Data Protection Breach; Assessment Integrity Risk; Overreliance,Responsible Use of AI; Assessment Innovation; Critical Thinking; Authentic Learning; AI Literacy; Future Skills; Transparency; Human Judgement,Assessment Support; Learning Support; Material Analysis; Summarisation; Draft Structure Generation; Formative Assessment; Authentic Assessment; Critical Reflection Support,Unacceptable AI Use in Assessment; Undeclared AI Use; Submitting AI-generated Work as Original; Circumventing Assessment Requirements,Generative AI; AI Detection Tools; Machine Learning Classification; Watermarking; AI Writing Tools,FALSE,Balanced,"Queen’s assessment guidance adopts a transformation-oriented approach rather than a prohibition-based approach. Instead of attempting to eliminate AI from assessment, the University argues that assessment practices should evolve alongside AI capabilities through authentic assessment, synoptic approaches and clearer expectations around responsible AI use.",The guidance does not provide detailed examples of discipline-specific assessment designs or concrete examples distinguishing permitted and prohibited AI use across different subject areas.,"Although the document requires clear communication of acceptable and unacceptable AI use, the detailed criteria remain largely delegated to individual programmes and disciplines. The document explicitly notes that AI integration will vary by discipline and professional requirements.","Develop a university-wide assessment AI taxonomy that categorises AI use as permitted, restricted, or prohibited, with examples for common assessment formats such as essays, coding assignments, presentations and research reports.",Operational examples could be moved into supplementary guidance to keep the main principles document shorter.,"Assessment guidance should explicitly address AI-assisted coding and computational assignments. Policies should clarify acceptable use of coding assistants for programming tasks, require students to understand and validate AI-generated code, and define when AI-generated scripts, debugging assistance or code explanations require disclosure. Guidance should also address software security, reproducibility and authorship expectations in computational disciplines."
RG075,Queen's University Belfast,University,Yes,Northern Ireland,Research,Guidelines for the Use of Generative AI in Dissertation Projects,Guidance,Researchers,https://blogs.qub.ac.uk/wp-content/uploads/sites/7/2024/02/Dissertation-Projects-Guidance-on-the-use-of-AI-1.pdf,PDF,2026-08-06,Available,Official,,,Tool; Opportunity; Risk; Transformative Technology,Academic Integrity Breach; Academic Misconduct; Hallucination; Inaccuracy; Bias; Data Protection Breach; Confidentiality Breach; Poor Analytical Quality; Overreliance,Responsible Use of AI; Research Skills Development; AI Literacy; Research Productivity; Critical Evaluation; Future Career Readiness; Transparency,Research Ideation; Literature Review Support; Research Question Development; Methodology Support; Data Collection Support; Data Analysis Support; Code Generation; Statistical Analysis Support; Writing Support; Editing; Project Management,Unvalidated AI Output; Use with Sensitive Data Without Approval; Replacing Student Research Contribution; Undeclared AI Use,ChatGPT; Copilot Chat; Google Gemini; Text-based Generative AI,"True, Guidance Provided",Balanced,"Queen’s dissertation guidance adopts a “supported integration” model: AI is encouraged across the dissertation lifecycle, including ideation, literature review, data analysis, coding and writing, but students remain responsible for validating outputs, protecting research data and demonstrating their own intellectual contribution.","The guidance provides extensive examples of AI applications but gives limited discussion of discipline-specific research ethics, intellectual property ownership of AI-assisted outputs, or reproducibility standards for AI-generated code.","Although AI use is generally encouraged, the boundary between acceptable assistance and replacement of student research work depends on project learning outcomes and supervisor judgement.","Add discipline-specific examples of acceptable AI use in dissertation research, particularly for computational research, programming-based projects, qualitative analysis and data-intensive methodologies.",/,"Dissertation AI guidance should explicitly define expectations for AI-assisted coding and computational research. It should clarify acceptable use of AI-generated scripts, statistical analysis code and computational workflows; require researchers to verify, test and document AI-generated code; and address reproducibility, transparency and authorship when AI contributes to research outputs."
RG076,Queen's University Belfast,University,Yes,Northern Ireland,Teaching,QUB Guidance on the Use of AI Detection Tools,Guidance,Staff,https://www.flipsnack.com/digitalinsights/qub-guidance-on-the-use-of-ai-detection-tools/full-view.html,PDF,2026-08-06,Available,Official,25-Sep,,Tool; Risk; Challenge,Academic Misconduct; False Accusation; Unreliable Detection; Bias; Unfair Assessment Decisions; Misuse of AI-generated Content,Responsible AI Governance; Human Judgement; Assessment Redesign; Critical Evaluation; Authentic Assessment,Supporting Investigation; Supplementary Detection Evidence; Human-led Review; Assessment Design Support,Sole Reliance on AI Detection Scores; Automatic Accusation Based on Detector Results; Treating Detection Results as Proof of AI Use,AI Detection Tools; Turnitin; GPTZero; Writer; PlagiarismCheck; Copyleaks; AI Writing Assistants,FALSE,Cautious,"Queen’s AI detection guidance takes a cautious governance approach. Rather than treating AI detectors as reliable evidence of misconduct, it argues that current detection technologies cannot conclusively identify AI-generated text and should only supplement human judgement. The guidance shifts attention from detecting AI presence alone toward understanding appropriate and inappropriate AI use within assessment contexts.",The guidance provides a strong critique of AI detection limitations but offers limited operational guidance on alternative approaches for investigating suspected inappropriate AI use beyond human discussion and assessment redesign.,"The document does not define specific thresholds or procedures for when AI detection results should trigger further investigation. Instead, it recommends broader review processes involving human judgement.","Provide a structured investigation framework explaining how staff should combine AI detection results, student explanations, drafts, version history and assessment evidence when reviewing suspected inappropriate AI use.",The discussion of individual detection tools and research evidence could potentially be shortened in favour of more practical institutional procedures.,"AI detection guidance should explicitly address computational and programming-based assessments. While current detection discussions focus mainly on text generation, institutions should clarify how suspected AI-assisted code generation should be reviewed, including consideration of code provenance, version history, testing evidence, documentation and student explanation of computational processes."
RG077,Queen's University Belfast,University,Yes,Northern Ireland,Generic,AI Trailblazer’s Guide: Volume II: AI as Your Partner,Guidance,All,https://blogs.qub.ac.uk/wp-content/uploads/sites/7/2024/09/The-Trailblazers-Guide-for-AI-in-Education-Both-spread.pdf,PDF,2026-08-06,Available,Official,,,Tool; Opportunity; Transformative Technology; Risk,Hallucination; Inaccuracy; Data Protection Breach; Overreliance; Loss of Human Oversight,Responsible Use of AI; AI Literacy; Productivity Enhancement; Skills Development; Teaching Enhancement; Learning Support; Accessibility; Future Readiness,Ideation; Question Answering; Writing Support; Image Creation; Data Analysis; Coding; Tutoring; Prompting; Teaching Support; Feedback Generation,Sharing Sensitive Information; Blind Acceptance of AI Output; Using AI as a Shortcut to Avoid Learning,Generative AI; AI Assistants; Microsoft Windows AI; Google Android AI; Apple iOS AI,"True, mentioned",Supportive,"Queen’s AI Trailblazer’s Guide presents generative AI primarily as a collaborative partner rather than a replacement technology. The guide encourages users to integrate AI into everyday activities including writing, coding, data analysis and learning, while maintaining human oversight and accountability.","The guide provides broad AI literacy advice but does not offer detailed governance procedures, disciplinary rules or domain-specific requirements.","Although the guide encourages broad AI adoption, it does not specify detailed boundaries between acceptable and unacceptable use across different professional or academic contexts.","Add audience-specific guidance for students, educators, researchers and professional staff, including examples of appropriate AI workflows and disclosure expectations.",/,"AI literacy guides should provide more explicit guidance on AI-assisted coding practices. Future versions could include examples of acceptable coding support, requirements for validating AI-generated code, documentation of AI involvement in computational work, and guidance on responsible use of AI coding assistants in research and education."
RG078,Queen's University Belfast,University,Yes,Northern Ireland,Research,Queen's Guidance on the Responsible Use of AI in Research,Guidance,Researchers,https://blogs.qub.ac.uk/digitallearning/ai/ai-in-research/qub-guidance-on-responsible-use-of-ai-in-research/,HTML,2026-06-29,Available,Official,25-Sep,,Tool; Opportunity; Risk; Transformative Technology,Academic Integrity Breach; Research Misconduct; Data Protection Breach; Confidentiality Breach; Bias; Lack of Transparency; Reproducibility Risk; Inaccurate Research Outputs,Responsible Use of AI; Research Innovation; Research Productivity; AI Literacy; Transparency; Reproducibility; Ethical Research Practice; Collaboration,Research Planning; Literature/Knowledge Support; Data Processing; Data Interpretation; Research Analysis; Research Writing Support; Coding; Research Dissemination; Peer Review Support,Undocumented AI Use; Unacknowledged AI Contribution; Misrepresentation of Authorship; Use with Sensitive Data Without Compliance; Unvalidated AI Outputs,Generative AI; Large Language Models (LLMs); Microsoft Copilot; Gemini; ChatGPT; Predictive AI; Machine Learning,"True, Guidance Provided",Balanced,"Queen’s research AI guidance adopts a lifecycle-based governance model. Rather than restricting AI use, it encourages researchers to integrate AI across planning, data collection, analysis and dissemination while maintaining transparency, accountability and research integrity.","The guidance establishes broad research principles but provides limited discipline-specific examples of AI use in different research methodologies, particularly computational research, qualitative analysis and laboratory-based research.","Although researchers are required to document and acknowledge AI use, the guidance does not define specific thresholds for what constitutes “material use” requiring disclosure.","Provide discipline-specific examples of responsible AI use, including AI-assisted coding, computational modelling, statistical analysis and research data workflows. A standard AI-use declaration template would also improve consistency.",/,"Research AI guidance should explicitly address AI-assisted programming and computational workflows. Future versions should define expectations for AI-generated code, statistical scripts and computational analyses, including verification, testing, documentation of prompts and tool versions, reproducibility requirements and disclosure of AI contributions to research outputs."
RG079,Queen's University Belfast,University,Yes,Northern Ireland,Research,AI and the Library,Guidance Hub,All,https://libguides.qub.ac.uk/AILibrary,HTML,2026-08-06,Available,Official,26-Aug,,Tool; Opportunity; Risk; Challenge,Hallucination; Incorrect Information; Fabricated References; Poor Source Evaluation; Academic Integrity Issues; Privacy/Data Protection Risks; Copyright Risks,AI Literacy; Critical Evaluation; Research Efficiency; Effective Searching; Responsible AI Use; Information Literacy,Keyword Generation; Literature Search Support; Research Question Development; Topic Exploration; Search Strategy Development; AI-Assisted Library Search; Citation Formatting Support,Replacing Academic Databases; Treating AI Outputs as Verified Sources; Using AI as Sole Literature Search Method; Uploading Sensitive/Copyrighted Materials Without Consideration,Generative AI; ChatGPT; Claude; Perplexity AI; Consensus; Elicit; AI-enabled Library Resources; Large Language Models,FALSE,Balanced,"Queen’s AI and Library guidance positions generative AI as a complementary research assistant rather than a replacement for scholarly information systems. It encourages AI use for early-stage research activities such as keyword generation, topic exploration and search strategy development, while maintaining that authoritative academic databases remain essential for verified sources.","The guide provides extensive advice on literature searching but provides limited discussion of AI use in other research activities, such as data analysis, coding, methodology design or research writing.","Although the guide explains acceptable uses of AI in literature searching, it does not specify detailed boundaries for different disciplines where AI-assisted searching may have different expectations.","Add discipline-specific examples showing how AI-assisted searching can be integrated into systematic reviews, qualitative research, quantitative research and computational research workflows.",/,"Library AI guidance should explicitly address AI use in computational research workflows. Future versions could include guidance on using AI tools for code-related literature searches, software documentation discovery, dataset exploration and reproducible research practices while maintaining verification standards."
